reviewId,content,score,true_label_binary,true_label_multi
c1325402-11f9-4e39-960a-febe899ced8c,"I think Spotify is cool, I think the features are great, and all the new music and artists I've discovered through it are wonderful. Many can agree with me that Spotify premium is a really good musical tool yet not worth the $11 a month price tag it comes with. The shuffle system they use is repetitive and alot of the suggestions can be pretty bad.",1,0,0
d7651e8d-c9dc-44b2-bc74-60771573868d,"This app is not compatible with Google Home devices with multiple users and accounts. Completely useless to have a family plan that never actually works to listen to different content on different devices, while logged into different accounts. Also: I cancelled my account last month, and still was charged again. I guess I have to get PayPal to intervene to get my refund. It sure would be nice if there were actually a simple way to access customer support.",1,0,0
79a09060-38de-470d-b66a-8b318e88e67c,App is completely broken on android at the moment. Worked great before. Recently updated my phone to android 8.1.0. App crashes instantly after being open for 30 seconds. I have reinstalled several times and I have seen people with different phones having identical complaints on the website. Please fix this as I just recently paid for premium,1,0,0
6605762b-1c67-4447-b743-d6b14a9a775c,"It was my favourite music streaming app until the latest update.. I don't understand what's the point of using a music app without being able to play the songs you like. Removing the queue feature, like are you serious?? And, you can't play a part of a song, you can't play it twice? I hate Spotify now, I uninstalled it and switched to SoundCloud. I'm still sad for leaving Spotify because it has been a great app, but sorry, I am fed up with it now.",1,0,0
3554faad-e3e7-4437-9f9c-7beaf8068928,Sucks that I pay for a duo premium when this app rarely works for me. It always says it's offline even though everything else is working just fine. Then I go to my TV to play it on my fire stick and it almost never works there either. It bugs me that there is always some sort of issue with the app whenever I try to use it. And on top of it I just got an email today saying my subscription price is about to go up. I've literally only been with them a month and this is just such a lame experience.,1,0,0
818e18a5-4ec6-4883-96e1-f11f7be844ee,"I used to love this app, that is until it kept logging me out for no absolute reason, earlier this day I used it with no problem, I opened the app again same day in the evening, it just logged me out, I am certain that my login details are correct I even tried to restart my phone and still, I cannot log in, I ecen changed my password but it won't let me log in, I hope this gets fixed as I have a premium account but I cannot use it, I hope my money won't get wasted.",1,0,0
36665f0b-ec87-43b7-8f0c-c4bf6df4a116,"The app is continually stopping in the middle of songs and restarting, even when songs are downloaded using premiere. I'll probably go back to using the free option. Tried wiping cache and reinstalled...everything but buy a new phone 🙄 Also, galaxy buds can now only fast forward, so I can't go back a track. Just stop breaking the app😡",1,0,0
4ec28dfb-22be-42b8-8af1-78bb39c0f17d,"Great App, But the Price Hike Hit a Wall The value proposition has shifted. With Premium Lite now at 139 and Standard Premium at 199, the cost of entry is becoming hard to justify. For a service that doesn't offer high-fidelity (Hi-Fi) audio yet, these price increases feel steep compared to competitors who include spatial audio and lossless quality at similar or lower price points.I’ve officially stopped using the service. While I'll miss my curated playlists.",1,0,0
e952c5d4-f8da-485e-893a-1b984a1bf6b3,"Used to love Spotify and never had a problem until about 3-4 months ago. Now, I would give it less than 1 star if i could. Music stops randomly, or won't even start playing. I have Uninstalled and reinstalled app, still no improvements. Problems still happen even when I got a brand new phone (Samsung S20 note) If this isn't fixed quickly I'll be canceling my subscription.",1,0,0
b114aae5-a837-4965-a74a-d99fd07f9f3a,been paying for premium for a very long time. In a recent update they took away the ability to sort your liked songs by artist. I'm not going to scroll through all my songs just to find a specific artist. canceling subscription in favor of something else until this is fixed.,1,0,0
0ec17865-8442-42d6-aaa9-c2e76b52276d,"The music keeps randomly pausing on my Note9. This is a joke, I'm paying for a premium subscription. I'll be moving to Apple music if this isn't fixed soon. I have the latest OS updates and the latest version of the app, and it appears I'm not the only one. For a company that just specialises in music software you would think they would sort this out sooner",1,0,0
f378d405-cbe0-42ae-af58-f9e0301a1f50,Not as user friendly as I thought. I have thought with premium I play all the songs of my favourite artist in 1 playlist. But I still need to find some of there song to add on the queue which is very tiring. Considering I am paying to play all there songs. Anyways I do not recommend. I will be cancing soon as I have finish what I am paying for. Very disappointed. What a waste.,1,0,0
fc817224-b94b-46c7-b166-e7f8c56fb630,"It's my first review ever because this application deserves it. Since months and I don't know how many updates application stops playing (or maybe crashes, I'm not sure) with no reason. It happens every 10-20 minutes, sometimes more often. Many time when I open it, it says I have no internet connection even if I have and other applications works correctly. It's not acceptable in case of paid app (I have subscription but probably not for long).",1,0,0
fa675c89-be65-4e2e-91f9-af878ce0d549,I think it is horrible that you subscribe and they take your money and your data when downloading songs but as soon as you cancel the subscription the music you downloaded cannot be played any more. Complete rip off. I should have just downloaded the songs onto my phone from a cheaper site now I have to download all the songs that were saved all from over and waste more money.,1,0,0
ffac93bb-a69e-4f26-847e-ac670d097917,"The recent update is the MOST DISSAPOINTING AND WORST UPDATE AN APP COULD EVER PRESENT TO ITS USER... LIKE SERIOUSLY SPOTIFY!!? Have you become so poor that y'all don't even think about your users anymore & are running behind money in the name of 'PREMIUM'? Cannot add songs in queue, cannot shuffle my songs, cannot replay the song, cannot play a particular part of the song, cannot play the previous song, and can't even play the songs in my own playlist!! SHAME, SPOTIFY SHAME. DIDN'T EXPECT THIS.",1,0,0
f436a97d-3d85-4ff6-b9a3-07476fbfab19,"I have been a premium user for almost as long as spotify has charged its customers. I download all my songs and playlists so I can access them in areas I have poor service or no wifi. This morning I accessed offline mode, went back online, and Spotify had undownloaded every single one of my 100+ playlists & 4424 songs. I have been a spotify user long enough to know I did NOT hit the ""remove downloads"" button instead of clearing the cache. I have to spend hours redownloading. Unacceptable.0 stars",1,0,0
f1c5e9f2-8e11-4761-a7b0-30460e3eda52,"Spotify stopped suggesting songs. If I look something up, the app only plays the song I looked up and nothing else. I have to be looking for tracks individually. This started happening out of the blue. All my settings are correct, I have reinstalled the app, my internet connection is working, but nothing seems to fix the problem (that didn't exist before). If it continues like this, I'll be cancelling my subscription.",1,0,0
227861fe-180d-4b20-bfdd-d66b73437bbc,"This app works when it feels like it. I pay for premium just for it to not load normal searches on WiFi or be picky when I'm out of service and want to hear downloaded tracks. I love the idea of Spotify, but it sucks paying for something that works a quarter of the time well.",1,0,0
49ad7b64-fa9b-4608-a0df-ff42a7c78537,"I had taken Spotify premium, payment was also done but my membership was not activated. My first experience with Spot ify was so bad, from my personal experience I do not recommend this app.",1,0,0
543484fc-e5fb-49ad-b20c-92b6ea7ec9b2,"The music I want to play doesn't even play first now because the company wants me to buy their premium plan. Best app to listen to more ads than music. Don't tell me to check out the subscription options/plans, I already get those as ads too. I would give this app zero stars, if possible.",1,0,0
be54987f-c14b-4f89-ae76-e1cb240c4e0d,"You suck Spotify Premium, Price is 119 although all other platforms are cheaper. I cancelled my premium and moved to apple music, they provide better service tbh, Dolby Atmos is also there and Quality of Sound is also far better. Price is just 99. I will never be here again unless you keep the price less than 90 bcz that's what it should be. Overpriced stuff never sells in India, it's just that people don't use that much Apple products so they don't know much about these things. Good-bye 😂👍🏻",1,0,0
4f63cfce-e878-450c-ad19-e29d7e2e495d,"Bad app don't install, always preferring paid plan . After 6 songs of scrolling we can't change song needs premium, also can't play song which we want. Don't install plz . Waste of time",1,0,0
67fd5c6a-aaab-49ae-8f1b-5e28f8546743,"Spotify adverts during my podcasts, I pay premium, when asked Spotify replies it's normal, I listened to the podcast on other free platforms, none putting adverts. also app often stays black when starting, I've got to force it stop to restart. customer service also didn't answer questions about AI songs...",1,0,0
dfbfd096-5b2c-4d0b-96ce-dff0139a046f,"""you're out of audiobook listening time"" £9.99 for 10 hours listening time. I will admit that I didn't read the fine print when Spotify told me audiobooks were now included. As an audible subscriber I thought ""that's excellent from Spotify"". Turns out it very much isn't. Not impressed at all. Oh and you can't easily navigate to the previous chapters by seeking back in time. Each chapter is treated as a standalone track with individual progress rather that a contiguous listen.",1,0,0
260e9569-7aa7-4c28-a422-7d09b41be90a,"It confuses me why I should have to continue paying for this app and have the ability to download music only to later be unable to access the music I've paid for the provelege to download. Any time I'm in an area without service, it throws up an error, saying a problem occurred. I'm not going to keep paying for this app if it's going to waste space by downloading music I then can't listen to because the app doesn't work the way it's supposed to. Canceling my subscription and uninstalling.",1,0,0
4c9727ac-50f2-44d6-b563-937fe186123f,"1 star because i hate it when the chat isn't working, especially when i'm chatting with my friends. like, why isn't it sending? it's more sucks when it's a long message, i won't be able to copy it too so i could just resend it. instead, i have to type a new message again. kinda funny because, i've been a premium user since last year, so what's with the error that i'm experiencing every time i'm talking with my friends?",1,0,0
d22fb1a7-bade-45ff-9d69-a556ef17f75f,The Application has a lot of technical issues. It often takes me 2-3 minutes to start playing music on a podcast. The Spotify also despite me paying for premium allows ads to play during podcast. It switches to a 30 second commercial at random times and later returns to a podcast. At this point you should look into some alternatives for music streaming.,1,0,0
f3de6b74-edd6-4cdc-aab9-1552cb25a3a0,"Never log out. I pay monthly premium for this app, I log out once, and now I can't get into my account. Not only that but spotify is of no help and neither is the clueless community. There are so many different music apps so pick any of them other than this heaping pile of stinking garbage. They will gladly take your money but they do NOT care about their customers.",1,0,0
caf5e1ec-acbe-429d-be37-ebd4ac2482ef,"Literally, I prefer to Uninstall the Spotify as it's new update is so terrible, Like seriously You can't change your music, Lyrics won't show up, Time Bar is also faking me and 1 song is equal to 2 ads. Just for telling us to purchase *PREMIUM*. Like I really like this app before a couple of years ago and I used to enjoy it. But the things. have gone out of the hands, I am so fed up with this. So It's very better to uninstall this app!",1,0,0
26d399c0-f0b6-468b-9f85-4441b26659dd,I had the App and even paid the Premium prescription. But after a few months of not using it I wanted to stop the Prescription and found no way of doing it on the App. There is no contact details available. I uninstall the App and still money is being deducted from my Bank Account. Without having the open to reverse it since it is a card purchase..😡😡,1,0,0
483e7823-3c59-40a6-a5e7-e437a6a5ca60,"I'm cancelling My subscription because the support team has zero drive in actually fixing anything. I've been trying to add ""audiobooks+ for plan members"" to my Duo account for 2 months now, and your tech support team has had it in their inbox for just as long and there's been no change or unprompted communication. Missy, Hannah, and the entire escalation team do not give a flying damn about anything that hits their desk. I gave an easy fix and it was ignored. The app worked great otherwise.",1,0,0
51655034-17dc-4837-a10f-c0fecd3703d5,"This garbage app that I am paying $15 a month for. I pay for a family plan with separate devices, yet that whole feature doesn't work. I pay extra for nothing. The playback is awful, spotify is so rough around the edges and it lags and glitches constantly. Easily the worst music player around. Won't let me change my subscription, deleting songs from your Playlist takes forever. I'm looking forward to Uninstaller and unsubscribing. Sort this app out please.",1,0,0
98d936e1-fd1d-475a-89ee-0e1517cb60d3,"This app is so glitchy and barely even works half the time. It keeps saying I don't have internet connection while I do, takes FOREVER to look up a song. A lot of the time, I have to force close the entire app and try again because it absolutely refuses to play music. And now they want to raise the price for premium to keep giving us benefits. Like the app hasn't changed since I started using it. How dare you charge people more for the exact same bull. I'm so done",1,0,0
686d64b3-654c-49e2-a1ef-30d9a0316ea9,The new update sucks. it has made finding my music in my library a nightmare. this app has gone to horrible things. the old app needs to come back. I cant find all music in liked songs and part of my library is not even download. 1 star until this is fixed. I came from apple music and wanted a better experience but i'm starting to think that was a bad switch. we need the old Interface back where i am in control of MY music.,1,0,0
eca29b28-bdb2-4c02-9a5c-c3181bc29dab,if you love paying for a premium service for no advertising and still having to listen to an advert every 10 mins or so then this is the app for you! longtime user of this advertising platform and have witnessed the decline over the years. now it seems the playlist function is broken and will constantly build radios that only play ai slop or baby's first synthesiser song. you'll get popups for artists you don't like. terrible used to be good massively overrated nowadays,1,0,0
a627209f-1e35-4464-b230-155f450eec94,I logged into the Android app for the first time in ages and it offered me 2 months of Premium for £0 and then immediately charged me £12.99 when I accepted. The app is now utter rubbish. I won't be using Premium beyond the 2 months of the "free" offer given the dishonesty and barely usable app.,1,0,0
09a87e2e-40e0-45d2-88d3-e64f9ca3fdab,When playing my playlist that I have made. After a few songs it neither freezes or just stops!!!! Very disappointed and frustrating. I have unstalled and reinstalled it a few times and still has the same problems!!! I pay the premium every month and paying for it to freeze and error all the time might not be worth it in the long run if it dosnt get sorted Spotify!!! Plz sort the errors out!!!,1,0,0
9b46d52b-8c46-4148-be86-3d4311bef0d4,It's having trouble connecting to the internet. It's been getting really laggy with new updates. On top of that they never answered my email for assistance with fixing the problems listed before. I love Spotify but if I'm paying for premium I expect better than this,1,0,0
e55cf2a7-977c-432a-8351-9cb3bdc5bd01,"This app is so useless. I paid for a subscription yet I can't listen to music in the background, why??? And I keep checking my settings for what went wrong, I can't find anything. This would be like the 7th time I am reinstalling it thinking it would correct itself but nooo, it keeps repeating the same thing. You guys should really rectify this, it's really not funny again. I have done that. It still stops after I connect a Bluetooth device to it",1,0,0
526e6321-40bd-4511-a268-91048e675a2f,will be cancelling my premium subscription. I like to play all my 7000+ songs on shuffle but now they have updated the ui I only have 2500 'liked' songs in my playlist and no easy way of now liking the 4500 other songs. Losing the all songs list has basically killed the usefulness of spotify! also now not working properly with my car audio! please for the love of god change it back to the old setup. why they have thought this version is better is beyond me!!,1,0,0
c3f2169c-87ae-42c7-9ad1-7394531e15b9,"This is objectively the worst way you can listen to music with, first you can't even close your own songs to play sometimes, no rewind feature, it's ALL on premium, paywall, paywall, paywall, paywall!!! This feels like Microsoft and Blockbuster had a baby and named it Spotify, If you want to listen to music ANY OTHER WAY. Go do it please just stay away from this app, it's harmful to regular listeners. also imagine when trying to add songs... oh wait its impossible becauseHAVING-ONEPLAYLISTISBAD!",1,0,0
482af6d7-b074-4f39-974f-0f086ef01eb3,"Not impressed with Spotify. the algorithm sucks, and I've been bombarded with 3 ads and premium subscriptions for each song. the interface is not bad but could use some BETTER improvements. overall it's just another cash grab music,podcast etc (sadly I can't rate this app lower)",1,0,0
74ec8082-ff01-455e-bdf6-b5cac29ac48f,Normally awesome... lately terrible. I'm not sure if it was an update or what. 1) It freezes ..2)has no idea where I left off in a podcast. 3)Shows completely different songs playing than what I'm actually listening to..4) randomly out of nowhere starts playing a song. I pay a family plan. Please resolve these issues.,1,0,0
d1ed345e-e020-40fc-b871-6c94126230f8,"Cancelled premium after 8years Unnecessary updates and features make the app so user unfriendly The worst thing EVERYONE HAS NOTICED is a weird algorithm when a song is played, the artist gets played more often, EVEN in RANDOM shuffle🤦‍♂️ Spotify still can't discern a song from podcast The song radio plays songs you already know It's just become a shareholder suck fest. Unskippable ads ruin immersioon EVEN on PREMIUM podcasts now. I hate it and will never again pay for premium.",1,0,0
12b2ab6b-6771-4793-b3c9-00068f877826,"its gone money hungry, it sucks now that you have to pay to hear more songs, plus the multiple ads get on my nerves, might have to switch to a pirated music app 😭😭 GIVE US MUSICAL FREEDOM, WE ALL CANT AFFORD PREMIUMMM",1,0,0
793240fb-6578-4887-8dee-86b8c05ea43b,Some time ago they were doing 30min listening to 1 add and it was "alright". Kind of. But now it feels not worth of using app at all. 10min of listening (if not less) -> 2 adds. Premium 9€ per month to listen free music (it was like 2€ if not mistaken some time ago). And it's still popular only because it auto downloaded in new computers and mobiles. Signs shows someone is falling and we'll have something else than Spotify to listen music soon.,1,0,0
e62b4148-0983-4164-bb02-5e92f1314e3b,"Not a good app. The moment you stop membership it removes all your downloaded music that you already had paid off. I had bought premium membership for 6 months and downloaded some fave music to listen offline, but as soon as i cancelled the premium membrrship, alk my downloaded music is ereased. This is nor fair at all. The app acts wiered often. Sometimes skip music, sometimes just shuts off itself. It needs lots of improvement. I will not recommend it at all. Deezer is way better than this",1,0,0
b912463b-45e7-4a5d-8e03-a97695fbecb4,"I'm usually a spotify promoter. But these past two days have been very frustrating using the app and I'm ready to cancel my subscription. Whether it's an android update or an app update, my spotify stops playing when my screen goes to sleep. The app already has permission to run in the background, unlimited data access, and can run both on data wifi. The problem persists and I'm not finding solutions, so I'm ready to leave. Currently very dissatisfied.",1,0,0
321afc17-fe16-451d-9be0-41c6096176d9,"I always play music on Spotify It has been 3 months now and Spotify wants to select music for me if I don't pay premium ,that really bad I'm really disappointed",1,0,0
1d1a6844-3132-49b6-b86f-5b532accddc9,"App didn't work properly six months ago so I left and come back. Still the same problems! Music continuously stops and starts again, buffering. Saying access premium features etc. Every review on here says the same thing but nothing has been done. Yet again I'll cancel my subscription and go elsewhere as it simply doesn't work.",1,0,0
4d4e822e-7853-4586-8da9-b1ffcb4ecf73,Initially it was a really good experience but then....it turned out to be like I have been listening to adds and music came in between as an interruption..... seriously okay.... it's your marketing strategy to drag people to upgrade premium but still if I don't.....then does that mean u will keep on playing adds and then ask for money to stop them...?! So much of repetitive adds ....!,1,0,0
86d2ad23-a842-49fe-9f47-7f9a438a07d0,"i have switched to YouTube Music and the ui is so beautiful, fast and responsive..... i will never use Spotify again.",1,0,0
72f161db-4fca-4965-92b8-7d4f0bdbd5fc,Lowering the rating from 3 to 1. Disappointing to see what Spotify has become. Used to be a premium customer and you choose to make it impossible to listen to anything. Apple music didn't work as expected (not their fault). But coming back to Spotify is not an option. Happily deactivated the account!,1,0,0
e5d57d3a-cc11-4339-9522-c6eae3bd579e,this app is a money hungry keep asking to buy premium If I wanna play my favorite song and give me 5 ads in a row after each music I at first it was good but after only 3 days of use it start acting up I don't recommend buying premium I rather buy YouTube music premium rather than this,1,0,0
633d409e-82be-4e78-b079-4b74e9a28e25,3 years later....recent Dec/2025 update ruin playing experience. I use mainly my liked songs Playlist and cannot select an specific song.. I hit play or shuffle buttons and they work fine...but when I go to a specific track...nothing. I'm a premium member.... Play button/bar/lockscreen gadget disappears while music is playing. Songs stop suddenly and after 2 seconds continues. I'm a premium member. This is occurring since last update.,1,0,0
6b8a503b-9dc7-423e-8195-5cce75bb4a11,"Awful, they cancelled my prepaid 1 year subscription because ""i was not in the same country as my payment method"", but because i reissued my card i have no access to this funds, just pure scum. update: support is useless and cant help with anything, each agent is just keep forwarding my problem to another agent, no actual help were provided.",1,0,0
0e42bbbb-1d33-4ee0-9f3a-77a544bb9fdb,"Terrible app for podcasts. It often says I have no connection which is ridiculous because A) I do, and B) I shouldn't need internet to listen to a downloaded podcast. Also, if I receive a text, or any other type of notification, the playback stops, and I have to restart the app to resume. All this and I get ads with a paid subscription.",1,0,0
4e335aa6-d9d8-4096-ad14-ea8ecb1489cd,"Playback stops randomly, ""now playing"" is entirely wrong, skipping 15 seconds is broken entirely. This app has become un-usable with recent updates. Update: A year later it's still garbage, now playing rarely works, I find myself restarting the app 10 to 15 times per day to try and get the playback to work. Music and podcasts stop playing, randomly, all the time. Fix. Your. Freaking. App. We pay for premium and this is not.",1,0,0
3f1012c6-ad85-48ce-893c-07079b7469c6,"Very bad customer support. No efficient redressal system. I was charged twice for my premium student account and when I reached the customer service, the agent said that the transaction was failed and told me he can't help me anymore. The amount had been debited from my account and my bank told me to check with Spotify but the agent said since transaction is failed, Spotify can't refund me.",1,0,0
effe7e11-4281-4ca0-a2e9-fb981ea6ff02,"Think I might cancel my subscription. Tonnes of songs completely at random just won't play when I press to play them. I just get silence. My internet is fine, I've cleared the cache, I've uninstalled and reinstalled, I've restarted my phone and all software is up to date. What is the point of paying for a music app that can't play music. Shocking service.",1,0,0
ec4ca5a2-3daf-4e7d-afa7-eed6bb216c39,Podcasts aren't even podcasts they are just re-uploaded YouTube videos. The worst part you can't even turn them off. thinking of moving over to apple music.,1,0,0
081688a5-accb-4d8a-8e1f-c7b4b99a4841,"Everytime I press the three dots to add a song to a playlist or go to song radio, the app freezes and crashes. Been going on for a couple months now and updating it nor reinstalling it has fixed it. 1 start because I literally can't download music because I can't make playlists. Will cancel premium if this doesn't gets fixed soon :(",1,0,0
b3597e33-9013-4f2e-9d77-fc0de993e880,"my phone was broken so im trying to install Spotify in another device as I have bought premium however, it's not letting me install in another device with this same account. note that I have a stable internet connection trying to install Spotify in this new device.",1,0,0
e89cea94-ab1f-4beb-8315-590decbcaa02,"""A year ago, Spotify was the best app for listening to music. The user experience was smooth, the recommendations were spot on, and the app felt intuitive and enjoyable. However, over the past year, the experience has noticeably declined. There are more ads, even for premium users, and the interface has become cluttered and harder to navigate. Music recommendations seem less personalized now. I used to love discovering new songs here, but now it's frustrating.",1,0,0
b3af75be-7901-4659-8c07-edbd7770536b,it asks you to pay premium every Time,1,0,0
4e8e2f3d-3edb-44b4-86ff-484cbaea6655,don't buy subscription plan because if you buy plan your money was debited for your account but after ten or fifteen days they will cancel your subscription plan... Even you didn't get your money.... worst experience 🤮🤮,1,0,0
ac4fc73c-5f65-42f1-bc48-fbe4cd18416b,"I'm still getting ads when I pay for premium. The ads are not from the podcasts I listen to, these are spotify ads. Tried to contact spotify and I get a stupid ai response that doesn't help. might rate higher if someone can actually fix this",2,0,0
5c48ab38-a4a0-4083-8aa7-d3a0ae1ff871,"Slow and horrible when searching for songs or trying to play anything. I pay for premium and get a spinning ring for at least a minute before anything comes up. I've tried to clear cache, Uninstall and reinstall. Just a horrible experience.",2,0,0
e84bc29c-afb4-41e9-833a-69c33b81cb83,"As a source of all kinds of music it's a very good app, but the ads are insufferable. I know premium plans exist but not everyone can afford to spend on music that can easily accessible at any other platforms. I do hope the frequency and amount of ads decrease in this app. Like THREE whole ads in a row??? Thats a little too much. Also you need to fix the recommendation algorithm. The app recs me songs and artists that do not match with my taste or previous listens at all.",2,0,0
becb3de1-f3bd-459b-a600-b3b90f8b98ad,"I've been using this app since 2020-2021, and I want to keep using the app but if I have to google how to cancel a subscription and google still doesn't help me because the subscription is deep into the information of my account in a in-app website or I have to use a website to cancel my subscription? Yeah, you clearly failed as a company. A billion dollar company making a Spotify playlist of a sad puppy to guilt trip me because I'm broke to contunie paying.",2,0,0
64b7e416-35c7-40e6-8843-f63365d10b92,"TBH I love it. I've gone premium. I've got wide ranging and quite obscure tastes and can find most of what I love but... I'm overseas and had my card stolen. It's taking a while to get the replacement. I missed my payment and the only way to continue to listen to Spotify free is to cancel premium. So, have it your way and I'll go back to downloading.",2,0,0
fcf261b0-0ef5-42d5-a5bd-91fac6e41659,Mann!! this used to be a great app when it comes to creating a mini world of ur fav songs and genres but!! this month they've completely lost it by making us buy the premium even for playing our song once! i mean..whats the point of a music app then? just to listen to its own imaginal taste of random songs? thats so low-standard thing to do spotify-- total disappointment 😞,2,0,0
52ad5956-2b15-4cbe-b43e-961b9fce3e46,"The app is literally unusable for people who don't have premium. From not being able to download to me not being able to use it internationally? I just want to listen to my music man, I'm gonna be in this country for another month and you're telling me I can't use the damn app at all? This is why I see less and less people use spotify these days",2,0,0
f9bcf2f8-037e-4614-b7b4-3b26875eaf65,nowdays the spotify is not good because after the first payment of students plan the next payment is more than the first payment i am fed up with the plans 😩,2,0,0
7b7dfade-dd66-4a24-9926-86515f16e380,"I'm not a fan of the direction Spotify has been moving in recently. Forcing users to follow artists so that you can sort them alphabetically in my library is absurd, and is almost a deal breaker for me on its own. I rely on my library, and I have plenty of artists that I don't care to follow. I'm going to be switching to an iPhone later this year, and with it, will probably be switching to Apple Music. Their library just seems so much more streamlined.",2,0,0
192762fb-edd8-4d77-88aa-64e5283e5842,Just to make us buy their premium app they are keeping unnecessary annoying ads. Not even of any other product /services but ads about their premium which is very much annoying because even if we cancel if we'll have to listen 3-4 ads at a time. Others also have this feature of ads but they aren't annoying,2,0,0
8c1f8566-75af-4be7-bc22-ea5aebf0f7ff,Awful experience I am a premium user of Spotify and following are the very bad things about it which I later came to know after opting for premium... 1. One of the most popular music production company in the world Zee Music Company's not a single album is there in the so called Spotify's music library. 2. Many audios sound are not properly optimized and equalized. Try hearing the song on Spotify first and the listen the same song from any other music platform such as YouTube or prime music.,2,0,0
ffd11bfc-5fbc-4fcd-8eb0-8ef1f95eafa4,"I've been using Spotify for a while now, and a premium subscriber so no ads. It's a pretty decent app. The problem I have with it is the random genre of music that is thrown into your daily mixes; with no option on the app to delete or change your preferences. They'll say keep listening to your favourite music and it'll change over time, but it doesn't. It gets pretty annoying real fast when you're seeing recommendations constantly from genres you've never listened to. Please fix this.",2,0,0
075c8217-ab97-49d2-ab2a-f3b652e3e5d6,"It's a feature to be able to listen to music on your phone while the screen's off or just playing in the background, but recently it just wants to decide to stop playing whenever it feels like. I put a timer on to sleep to music, and it won't even get through the first song sometimes before it just completely stops playing and acts like I was never playing music to begin with. Absolutely annoying. AND I'm out here paying for premium, which makes me look like a mug.",2,0,0
a4045a7a-053f-41d2-a4af-b7167e8b5bff,Love this app However after using it I decided to pay for add free. But when Iost my bank card I had no way of updating the details my self. And because you couldn't get my payments you even didn't let me go back to free. Now all of a sudden you have a link for me to do so and no way of using it even with the adds as a FREE app at the very least I should have that option until I can afford to pay. So unfair you need to give us that chance to update the details ourselves. Now I'm blocked. 2 stars,2,0,0
